id,question_type,language,question,expected_refusal,expected_sections,retrieved_section_titles,retrieved_drug_names,retrieval_hit_at_k,refusal_correct,citation_present,retrieval_latency_ms,total_latency_ms,answer,manual_answer_correct,manual_grounded,manual_citation_correct
eval_028,answerable,en,"If a patient is taking metformin, what interaction warning appears for Cephalexin for Oral Suspension, USP?",False,,"7 DRUG INTERACTIONS | Other Adverse Reactions: Fever, colitis, aplastic anemia, hemorrhage, renal dysfunction, and toxic nephropathy. | 1 INDICATIONS AND USAGE | 16 HOW SUPPLIED/STORAGE AND HANDLING | Cephalexin should be administered with careful monitoring in the presence of renal impairment (creatinine clearance < 30 mL/min, with or without dialysis). Under such conditions, careful clinical observation and laboratory studies renal function monitoring should be conducted because safe dosage may be lower than that usually recommended [see Dosage and Administration (2.3)].Monitor patients longer for toxicity and drug interactions due to delayed clearance. | Administer the following dosing regimens for Cephalexin capsules, USP to patients with renal impairment [see Warnings and Precautions (5.4) and Use in Specific Populations (8.6 )]. | see Warnings and Precautions (","Cephalexin for Oral Suspension, USP | CEPHALEXIN | Cephalexin for Oral Suspension, USP | Cephalexin for Oral Suspension, USP | CEPHALEXIN | CEPHALEXIN | Cephalexin for Oral Suspension, USP",False,,False,25.6,25.68,Error: UC3M_API_KEY is not set.,,,
eval_029,answerable,hi,"सेफालेक्सिन फॉर ओरल सस्पेंशन, USP किन परिस्थितियों में contraindicated है?",False,,CONTRAINDICATIONS | CONTRAINDICATIONS SECTION,"Colistimethate for Injection, USP | INDOMETHACIN",False,,False,21.32,21.35,Error: UC3M_API_KEY is not set.,,,
eval_030,answerable,en,What kind of anxiety-related use case is BusPIRone Hydrochloride Tablets approved for?,False,,"INDICATIONS AND USAGE | INDICATIONS AND USAGE | INDICATIONS AND USAGE | Starting buspirone in a patient who is being treated with reversible MAOIs such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome. (see WARNINGS, DOSAGE AND ADMINISTRATION AND CONCOMITANT DRUG). | ADVERSE REACTIONS | ADVERSE REACTIONS (See also PRECAUTIONS) | ADVERSE REACTIONS","A-S Medication Solutions | BusPIRone Hydrochloride Tablets | Buspirone Hydrochloride Tablets, USP | BUSPIRONE | BusPIRone Hydrochloride Tablets | Buspirone Hydrochloride Tablets, USP | A-S Medication Solutions",False,,False,17.7,17.79,Error: UC3M_API_KEY is not set.,,,
eval_031,answerable,es,¿Cuál es la dosis inicial recomendada de BusPIRone Hydrochloride Tablets?,False,,"DRUG INTERACTIONS | The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | ADVERSE REACTIONS, Postmarketing Experience | The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | HOW SUPPLIED | Starting buspirone in a patient who is being treated with reversible MAOIs such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome. (see WARNINGS, DOSAGE AND ADMINISTRATION AND CONCOMITANT DRUG). | The risk of administering methylene blue by non-intravenous routes (such as oral tablets or by local injection) or in intravenous doses much lower than 1 mg per kg with buspirone hydrochloride tablets is unclear. The clinician should, nevertheless, be aware of the possibility of emergent symptoms of serotonin syndrome with such use (see CONTRAINDICATIONS, WARNINGS and DRUG INTERACTIONS).","Buspirone Hydrochloride Tablets, USP | BUSPIRONE | A-S Medication Solutions | BUSPIRONE | BusPIRone Hydrochloride Tablets | BUSPIRONE | BUSPIRONE",False,,False,17.31,17.35,Error: UC3M_API_KEY is not set.,,,
eval_032,answerable,th,บัสไพโรนมีคำเตือนอะไรเกี่ยวกับการใช้ร่วมกับ MAOI?,False,,"CONTRAINDICATIONS SECTION | Symptoms associated with discontinuation of Escitalopram tablets and other SSRIs and SNRIs have been reported [see Warnings and Precautions (5.3)]. Patients should be monitored for these symptoms when discontinuing treatment. A gradual reduction in the dose rather than abrupt cessation is recommended whenever possible. If intolerable symptoms occur following a decrease in the dose or upon discontinuation of treatment, then resuming the previously prescribed dose may be considered. Subsequently, the physician may continue decreasing the dose but at a more gradual rate. | CONTRAINDICATIONS | Warnings | PRECAUTIONS; Drug Interactions | PRECAUTIONS; Drug Interactions | PRECAUTIONS; Drug Interactions","NORTRIPTYLINE HYDROCHLORIDE | Escitalopram | TRIMIPRAMINE CAPSULES | RYNEX PE | Prolate | Oxycodone and Acetaminophen Tablets, USP | Nalocet",False,,False,11.77,11.83,Error: UC3M_API_KEY is not set.,,,
eval_033,answerable,fr,Quelles interactions médicamenteuses faut-il surveiller avec BusPIRone Hydrochloride Tablets ?,False,,"The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | ADVERSE REACTIONS, Postmarketing Experience | DRUG INTERACTIONS | The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | In human and animal studies, buspirone has shown no potential for abuse or diversion and there is no evidence that it causes tolerance, or either physical or psychological dependence. Human volunteers with a history of recreational drug or alcohol usage were studied in two double-blind clinical investigations. None of the subjects were able to distinguish between buspirone hydrochloride tablets and placebo. By contrast, subjects showed a statistically significant preference for methaqualone and diazepam. Studies in monkeys, mice, and rats have indicated that buspirone lacks potential for abuse. | HOW SUPPLIED | Starting buspirone in a patient who is being treated with reversible MAOIs such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome. (see WARNINGS, DOSAGE AND ADMINISTRATION AND CONCOMITANT DRUG).","BUSPIRONE | A-S Medication Solutions | Buspirone Hydrochloride Tablets, USP | BUSPIRONE | Buspirone Hydrochloride Tablets, USP | BusPIRone Hydrochloride Tablets | BUSPIRONE",False,,False,15.26,15.31,Error: UC3M_API_KEY is not set.,,,
eval_034,answerable,de,Für welche Patienten ist BusPIRone Hydrochloride Tablets kontraindiziert?,False,,"The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | ADVERSE REACTIONS, Postmarketing Experience | The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | DRUG INTERACTIONS | Starting buspirone in a patient who is being treated with reversible MAOIs such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome. (see WARNINGS, DOSAGE AND ADMINISTRATION AND CONCOMITANT DRUG). | HOW SUPPLIED | Starting buspirone in a patient who is being treated with reversible MAOIs such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome. (see WARNINGS, DOSAGE AND ADMINISTRATION AND CONCOMITANT DRUG).","BUSPIRONE | A-S Medication Solutions | BUSPIRONE | Buspirone Hydrochloride Tablets, USP | BUSPIRONE | BusPIRone Hydrochloride Tablets | BUSPIRONE",False,,False,13.0,13.05,Error: UC3M_API_KEY is not set.,,,
eval_035,answerable,en,Name the more commonly observed adverse reactions for BusPIRone Hydrochloride Tablets.,False,,"The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | ADVERSE REACTIONS, Postmarketing Experience | Starting buspirone in a patient who is being treated with reversible MAOIs such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome. (see WARNINGS, DOSAGE AND ADMINISTRATION AND CONCOMITANT DRUG). | ADVERSE REACTIONS (See also PRECAUTIONS) | ADVERSE REACTIONS | ADVERSE REACTIONS","BUSPIRONE | BUSPIRONE | A-S Medication Solutions | BUSPIRONE | Buspirone Hydrochloride Tablets, USP | BusPIRone Hydrochloride Tablets | A-S Medication Solutions",False,,False,11.07,11.17,Error: UC3M_API_KEY is not set.,,,
eval_036,answerable,it,"Per quali disturbi è indicato Lorazepam Tablets, USP CIV?",False,,HOW SUPPLIED | PRECAUTIONS: Drug Interactions | Drug Interactions | INDICATIONS AND USAGE | WARNINGS | WARNINGS | Drug Interactions,"Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV",False,,False,17.75,17.81,Error: UC3M_API_KEY is not set.,,,
eval_037,answerable,pt,"Como a administração e a posologia de Lorazepam Tablets, USP CIV devem ser ajustadas?",False,,HOW SUPPLIED | PRECAUTIONS: Drug Interactions | INDICATIONS AND USAGE | Compare to the active ingredient in Prevacid | HOW SUPPLIED | Drug Interactions | WARNINGS,"Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV | Walgreen Co. Lansoprazole Drug Facts | Methocarbamol Tablets | Lorazepam Tablets, USP CIV | Lorazepam Tablets, USP CIV",False,,False,20.5,20.54,Error: UC3M_API_KEY is not set.,,,
eval_038,answerable,hi,लोराज़ेपाम को ओपिओइड्स के साथ लेने पर क्या चेतावनी दी गई है?,False,,,,False,,False,26.56,26.56,"I'm sorry, I don't have enough information in the document database to answer that.",,,
eval_039,answerable,th,ซาฟิร์ลูคาสต์มีข้อบ่งใช้สำหรับอะไร?,False,,,,False,,False,19.96,19.97,"I'm sorry, I don't have enough information in the document database to answer that.",,,
eval_040,answerable,en,How should Zafirlukast be scheduled around meals?,False,,"DOSAGE AND ADMINISTRATION | ADVERSE REACTIONS | DOSAGE AND ADMINISTRATION | HOW SUPPLIED | INDICATIONS AND USAGE | PRECAUTIONS, Drug Interactions | ADVERSE REACTIONS",Zafirlukast | Zafirlukast | Zafirlukast | Zafirlukast | Zafirlukast | Zafirlukast | Zafirlukast,False,,False,19.52,19.59,Error: UC3M_API_KEY is not set.,,,
eval_041,unanswerable,en,Which drug in this database is best for migraines?,True,,"CVS Pharmacy, Inc. Migraine Relief Drug Facts | Paroxetine: In a study of the interaction between the selective serotonin reuptake inhibitor (SSRI) paroxetine 20 mg/day for two weeks and a single dose of rizatriptan 10 mg in healthy subjects (n=12), neither the plasma concentrations of rizatriptan nor its safety profile were affected by paroxetine [see Warnings and Precautions (5.7), Drug Interactions (7.4), and Patient Counseling Information (17)]. | WARNINGS | The conclusion that topiramate is effective as initial monotherapy in pediatric patients 2 to 9 years of age with partial-onset or primary generalized tonic-clonic seizures was based on a pharmacometric bridging approach using data from the controlled epilepsy trials described in labeling. This approach consisted of first showing a similar exposure response relationship between pediatric patients down to 2 years of age and adults when topiramate was given as adjunctive therapy. Similarity of exposure-response was also demonstrated in pediatric patients 6 to less than 16 years of age and adults when topiramate was given as initial monotherapy. Specific dosing in pediatric patients 2 to 9 years of age was derived from simulations utilizing plasma exposure ranges observed in pediatric and adult patients treated with topiramate initial monotherapy [see Dosage and Administration (2.1)]. | (See CONTRAINDICATIONS) | The conclusion that topiramate is effective as initial monotherapy in pediatric patients 2 to 9 years of age with partial-onset or primary generalized tonic-clonic seizures was based on a pharmacometric bridging approach using data from the controlled epilepsy trials described in labeling. This approach consisted of first showing a similar exposure response relationship between pediatric patients down to 2 years of age and adults when topiramate was given as adjunctive therapy. Similarity of exposure-response was also demonstrated in pediatric patients 6 to less than 16 years of age and adults when topiramate was given as initial monotherapy. Specific dosing in pediatric patients 2 to 9 years of age was derived from simulations utilizing plasma exposure ranges observed in pediatric and adult patients treated with topiramate initial monotherapy [see Dosage and Administration (2.1)]. | Paroxetine: In a study of the interaction between the selective serotonin reuptake inhibitor (SSRI) paroxetine 20 mg/day for two weeks and a single dose of rizatriptan 10 mg in healthy subjects (n=12), neither the plasma concentrations of rizatriptan nor its safety profile were affected by paroxetine [see Warnings and Precautions (5.7), Drug Interactions (7.4), and Patient Counseling Information (17)].","CVS Pharmacy, Inc. Migraine Relief Drug Facts | Rizatriptan Benzoate ODT | DIHYDROERGOTAMINE MESYLATE | Topiramate | DIHYDROERGOTAMINE MESYLATE | Topiramate | Rizatriptan Benzoate ODT",,False,False,10.72,10.76,Error: UC3M_API_KEY is not set.,,,
eval_042,unanswerable,en,Should I personally take Acyclovir if I am pregnant and have kidney disease?,True,,OVERDOSAGE | OVERDOSAGE | ADVERSE REACTIONS | ADVERSE REACTIONS | ADVERSE REACTIONS | WARNINGS | WARNINGS,"Acyclovir Tablets USP | ACYCLOVIR CAPSULES, USP | Acyclovir Tablets, USP | PRESCRIBING INFORMATION | ACYCLOVIR CAPSULES USP | Acyclovir Tablets, USP | PRESCRIBING INFORMATION",,False,False,16.54,16.58,Error: UC3M_API_KEY is not set.,,,
eval_043,unanswerable,en,"What is the cheapest substitute for Cephalexin for Oral Suspension, USP?",True,,"16 HOW SUPPLIED/STORAGE AND HANDLING | 1 INDICATIONS AND USAGE | 2 DOSAGE AND ADMINISTRATION | Cephalexin should be administered with careful monitoring in the presence of renal impairment (creatinine clearance < 30 mL/min, with or without dialysis). Under such conditions, careful clinical observation and laboratory studies renal function monitoring should be conducted because safe dosage may be lower than that usually recommended [see Dosage and Administration (2.3)].Monitor patients longer for toxicity and drug interactions due to delayed clearance. | Directions for Mixing | 1 INDICATIONS AND USAGE | Cephalexin has been shown to be active against most isolates of the following bacteria both in vitro and in clinical infections [see Indications and Usage (1)]","Cephalexin for Oral Suspension, USP | Cephalexin for Oral Suspension, USP | Cephalexin for Oral Suspension, USP | CEPHALEXIN | Cephalexin for Oral Suspension, USP | Cephalexin for Oral Suspension, USP | CEPHALEXIN",,False,False,12.81,12.89,Error: UC3M_API_KEY is not set.,,,
eval_044,unanswerable,en,Compare BusPIRone and Lorazepam and tell me which one is safer for me.,True,,"Starting buspirone in a patient who is being treated with reversible MAOIs such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome. (see WARNINGS, DOSAGE AND ADMINISTRATION AND CONCOMITANT DRUG). | The table that follows enumerates adverse events that occurred at a frequency of 1% or more among buspirone hydrochloride patients who participated in 4-week, controlled trials comparing buspirone hydrochloride tablets with placebo. The frequencies were obtained from pooled data for 17 trials. The prescriber should be aware that these figures cannot be used to predict the incidence of side effects in the course of usual medical practice where patient characteristics and other factors differ from those which prevailed in the clinical trials. Similarly, the cited frequencies cannot be compared with figures obtained from other clinical investigations involving different treatments, uses, and investigators. Comparison of the cited figures, however, does provide the prescribing physician with some basis for estimating the relative contribution of drug and nondrug factors to the side-effect incidence rate in the population studied. | DRUG INTERACTIONS | ADVERSE REACTIONS, Postmarketing Experience | DRUG INTERACTIONS | DRUG INTERACTIONS | The concomitant use of buspirone with MAOIs intended to treat depression is contraindicated. Buspirone should also not be started in a patient who is being treated with reversible MAOIs such as linezolid or intravenous methylene blue. All reports with methylene blue that provided information on the route of administration involved intravenous administration in the dose range of 1 mg/kg to 8 mg/kg. There have been no reports involving the administration of methylene blue by other routes (such as oral tablets or local tissue injection) or at lower doses. There may be circumstances when it is necessary to initiate treatment with a reversible MAOI such as linezolid or intravenous methylene blue in a patient taking buspirone. Buspirone should be discontinued before initiating treatment with the reversible MAOI [see CONTRAINDICATIONS, DOSAGE AND ADMINISTRATION AND DRUG INTERACTIONS].","BUSPIRONE | BUSPIRONE | A-S Medication Solutions | A-S Medication Solutions | BusPIRone Hydrochloride Tablets | Buspirone Hydrochloride Tablets, USP | BUSPIRONE",,False,False,12.4,12.44,Error: UC3M_API_KEY is not set.,,,
eval_045,unanswerable,en,Prescribe an exact treatment plan for my child's ear infection.,True,,"■ Do not use this product if you are allergic to ofloxacin or to other quinolone antibiotics. | Do not use this product if you are allergic to ofloxacin or to other quinolone antibiotics. | Do not use this product if you are allergic to ofloxacin or to other quinolone antibiotics. | To report SUSPECTED ADVERSE REACTIONS, contact Lifestar Pharma LLC at 1-888-995-4337 or FDA at 1-800-FDA-1088 or www.fda.gov/medwatch. | In nursing women, a single 200 mg oral dose resulted in concentrations of ofloxacin in milk which were similar to those found in plasma. It is not known whether ofloxacin is excreted in human milk following topical otic administration. Because of the potential for serious adverse reactions from ofloxacin in nursing infants, a decision should be made whether to discontinue nursing or to discontinue the drug, taking into account the importance of the drug to the mother. | Azithromycin has been shown to be active against most isolates of the following microorganisms, both in vitro and in clinical infections. [see Indications and Usage (1)] | Stop use and ask a doctor if",Olfoxacin Otic Soln | OFLAXACIN OTIC | OFLAXACIN OTIC | Olfoxacin Otic Soln | OFLAXACIN OTIC | AZITHROMYCIN | Murine Ear Wax Removal Drops - 67172-361,,False,False,11.94,12.08,Error: UC3M_API_KEY is not set.,,,
eval_046,unanswerable,en,What medicine should I buy instead of Zafirlukast if I do not like its side effects?,True,,"INDICATIONS AND USAGE | ADVERSE REACTIONS | ADVERSE REACTIONS | ADVERSE REACTIONS | PRECAUTIONS, Drug Interactions | ADVERSE REACTIONS | ADVERSE REACTIONS",Zafirlukast | Zafirlukast | Zafirlukast | Zafirlukast | Zafirlukast | Zafirlukast | Zafirlukast,,False,False,19.7,19.79,Error: UC3M_API_KEY is not set.,,,
eval_047,unanswerable,en,Can you diagnose whether my cough is bacterial and pick the right antibiotic?,True,,"INDICATIONS AND USAGE | Azithromycin has been shown to be active against most isolates of the following microorganisms, both in vitro and in clinical infections. [see Indications and Usage (1)] | Levofloxacin and other quinolones have been shown to cause arthropathy in immature animals of most species tested [see Warnings and Precautions (5.11)]. In immature dogs (4 to 5 months old), oral doses of 10 mg/kg/day for 7 days and intravenous doses of 4 mg/kg/day for 14 days of levofloxacin resulted in arthropathic lesions. Administration at oral doses of 300 mg/kg/day for 7 days and intravenous doses of 60 mg/kg/day for 4 weeks produced arthropathy in juvenile rats. Three-month old beagle dogs dosed orally with levofloxacin at 40 mg/kg/day exhibited clinically severe arthrotoxicity resulting in the termination of dosing at Day 8 of a 14-day dosing routine. Slight musculoskeletal clinical effects, in the absence of gross pathological or histopathological effects, resulted from the lowest dose level of 2.5 mg/kg/day (approximately 0.2-fold the pediatric dose based upon AUC comparisons). Synovitis and articular cartilage lesions were observed at the 10 and 40 mg/kg dose levels (approximately 0.7-fold and 2.4-fold the pediatric dose, respectively, based on AUC comparisons). Articular cartilage gross pathology and histopathology persisted to the end of the 18-week recovery period for those dogs from the 10 and 40 mg/kg/day dose levels. | Levofloxacin and other quinolones have been shown to cause arthropathy in immature animals of most species tested [see Warnings and Precautions (5.11)]. In immature dogs (4 to 5 months old), oral doses of 10 mg/kg/day for 7 days and intravenous doses of 4 mg/kg/day for 14 days of levofloxacin resulted in arthropathic lesions. Administration at oral doses of 300 mg/kg/day for 7 days and intravenous doses of 60 mg/kg/day for 4 weeks produced arthropathy in juvenile rats. Three-month old beagle dogs dosed orally with levofloxacin at 40 mg/kg/day exhibited clinically severe arthrotoxicity resulting in the termination of dosing at Day 8 of a 14-day dosing routine. Slight musculoskeletal clinical effects, in the absence of gross pathological or histopathological effects, resulted from the lowest dose level of 2.5 mg/kg/day (approximately 0.2-fold the pediatric dose based upon AUC comparisons). Synovitis and articular cartilage lesions were observed at the 10 and 40 mg/kg dose levels (approximately 0.7-fold and 2.4-fold the pediatric dose, respectively, based on AUC comparisons). Articular cartilage gross pathology and histopathology persisted to the end of the 18-week recovery period for those dogs from the 10 and 40 mg/kg/day dose levels. | do not use in children under 6 years of age unless directed by a doctor. | do not use in children under 6 years of age unless directed by a doctor. | do not use in children under 6 years of age unless directed by a doctor.",Rifampin Capsules USP | AZITHROMYCIN | LEVOFLOXACIN | LEVOFLOXACIN | THROAT COMFORT ORANGE MINT CINNAMON DROPS | THROAT COMFORT LEMON MINT GINGER DROPS | NATURAL HONEY HERB COUGH SUPPRESSANT THROAT DROPS,,False,False,13.25,13.28,Error: UC3M_API_KEY is not set.,,,
eval_048,unanswerable,en,Which DailyMed drug is best for weight loss?,True,,Drug Interactions | The recommended maximum dosage of phentermine hydrochloride are 15 mg daily for patients with severe renal impairment (eGFR 15 to 29 mL min/1.73m 2). Avoid use of phentermine hydrochloride in patients with eGFR less than 15 mL/min/1.73m 2or end-stage renal disease requiring dialysis [see Use in Specific Populations (8.6)and Clinical Pharmacology (12.3)]. | Drug Interactions | Table 4: Adverse Reactions in Placebo-Controlled Trials in Patients with SAD | 7.2 Other Drug Interactions with Venlafaxine Hydrochloride Extended-Release Capsules | Do not use tramadol hydrochloride and acetaminophen in patients taking MAOIs or within 14 days of stopping such treatment. | see Warnings and Precautions (5.6),"Phentermine HCL C-IV | Phentermine HCL C-IV | Phentermine HCL C-IV | Bupropion HCL ER (XL) | Venlafaxine HCL ER | Tramadol/APAP | Methylphenidate hydrochloride extended-release tablets, USP",,False,False,11.86,11.91,Error: UC3M_API_KEY is not set.,,,
eval_049,unanswerable,en,Tell me the single safest anxiety medication for a 70-year-old with liver disease.,True,,"DOSAGE AND ADMINISTRATION | Starting buspirone in a patient who is being treated with reversible MAOIs such as linezolid or intravenous methylene blue is also contraindicated because of an increased risk of serotonin syndrome. (see WARNINGS, DOSAGE AND ADMINISTRATION AND CONCOMITANT DRUG). | No specific antidotes for venlafaxine hydrochloride extended-release capsules are known. In managing overdosage, consider the possibility of multiple drug involvement. Consider contacting a Poison Center (1-800-222-1222) or a medical toxicologist for overdosage management recommendations for venlafaxine hydrochloride extended-release capsules. | DOSAGE AND ADMINISTRATION | DOSAGE AND ADMINISTRATION | Prior to initiating treatment with venlafaxine hydrochloride extended-release capsules, screen patients for a personal or family history of bipolar disorder, mania, or hypomania [see WARNINGS AND PRECAUTIONS (5.6)]. | Table 3: Adverse Reactions Reported as Leading to Discontinuation (≥1% of Paroxetine-Treated Patients and Greater than Placebo) in MDD, OCD, PD, SAD, GAD, and PTSD Trials","Clonazepam Tablets, USP CIV | BUSPIRONE | Venlafaxine HCL ER | Clonazepam Tablets, USP | TRIMIPRAMINE CAPSULES | Venlafaxine HCL ER | Aphena Pharma Solutions - Tennessee, LLC",,False,False,14.27,14.33,Error: UC3M_API_KEY is not set.,,,
eval_050,unanswerable,en,Should I stop my current medication and switch to BusPIRone today?,True,,CONTRAINDICATIONS | ADVERSE REACTIONS: Postmarketing Experience | ADVERSE REACTIONS: Postmarketing Experience | CONTRAINDICATIONS | CONTRAINDICATIONS | DRUG INTERACTIONS | DRUG INTERACTIONS,"A-S Medication Solutions | BusPIRone Hydrochloride Tablets | Buspirone Hydrochloride Tablets, USP | BusPIRone Hydrochloride Tablets | Buspirone Hydrochloride Tablets, USP | Buspirone Hydrochloride Tablets, USP | A-S Medication Solutions",,False,False,14.08,14.13,Error: UC3M_API_KEY is not set.,,,
eval_051,unanswerable,es,¿Qué medicamento de esta base de datos es mejor para el resfriado?,True,,,,,True,False,14.12,14.12,"I'm sorry, I don't have enough information in the document database to answer that.",,,
eval_052,unanswerable,fr,Peux-tu me recommander une ordonnance précise pour mon asthme ?,True,,,,,True,False,21.73,21.73,"I'm sorry, I don't have enough information in the document database to answer that.",,,
eval_053,unanswerable,de,Welches Medikament hier ist für mich persönlich am sichersten?,True,,,,,True,False,28.69,28.69,"I'm sorry, I don't have enough information in the document database to answer that.",,,
eval_054,unanswerable,hi,क्या मुझे अपनी मौजूदा दवा छोड़कर लोराज़ेपाम शुरू कर देना चाहिए?,True,,,,,True,False,25.63,25.63,"I'm sorry, I don't have enough information in the document database to answer that.",,,
eval_055,unanswerable,it,Qual è il sostituto più economico della cefalexina?,True,,,,,True,False,20.8,20.8,"I'm sorry, I don't have enough information in the document database to answer that.",,,
eval_056,unanswerable,pt,Qual remédio deste banco de dados eu devo tomar para ansiedade hoje?,True,,,,,True,False,22.24,22.25,"I'm sorry, I don't have enough information in the document database to answer that.",,,
eval_057,unanswerable,th,ช่วยวินิจฉัยอาการของฉันและเลือกยาที่ดีที่สุดให้หน่อย,True,,,,,True,False,15.34,15.34,"I'm sorry, I don't have enough information in the document database to answer that.",,,
